"TipLabel","Brain_Size_mL","Body_Mass_g","Cooperative","Sociality","Territoriality","Diet","Diet_Simple","Foraging_Niche","Foraging_Niche_Simple","Migration","Dev_Mode","Clade","CladeFit"
"Chersomanes_albofasciata",0.94,24.8,"Cooperative","2","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.036376151,"Sylvioidea","Sylvioidea"
"Eopsaltria_georgiana",0.75,19.8,"Cooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.42099639,"Petroicidae","Petroicidae"
"Psephotus_dissimilis",1.74,45.8,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.572868808,"Psittaciformes","Psittaciformes"
"Thryothorus_nigricapillus",1.06,27.9,"NonCooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.945119722,"Muscicapoidea","Muscicapoidea"
"Rhipidura_rufifrons",0.36,9.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.26555776,"Corvoidea","Corvoidea"
"Eopsaltria_griseogularis",0.83,21.8,"Cooperative","3","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.42099639,"Petroicidae","Petroicidae"
"Tchagra_australis",1.23,32.3,"NonCooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-2.568692182,"Corvoidea","Corvoidea"
"Ploceus_cucullatus",1.37,36,"NonCooperative","1","weak","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","Sedentary",-1.75471387,"Passeroidea","Passeroidea"
"Psittacula_columboides",3.43,90,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.990938033,"Psittaciformes","Psittaciformes"
"Caryothraustes_poliogaster",1.43,37.5,"Cooperative","3","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.579578053,"Passeroidea","Passeroidea"
"Cyanoramphus_novaezelandiae",2.25,59,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-1.987371821,"Psittaciformes","Psittaciformes"
"Aratinga_aurea",3.23,84.7,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Brotogeris_chrysoptera",2.08,54.5,"Cooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.566874242,"Psittaciformes","Psittaciformes"
"Colluricincla_megarhyncha",1.34,35.1,"NonCooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.317370637,"Corvoidea","Corvoidea"
"Forpus_cyanopygius",1.28,33.5,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Agapornis_swindernianus",1.53,40,"NonCooperative","3","none","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","Sedentary",-1.383700127,"Psittaciformes","Psittaciformes"
"Ashbyia_lovensis",0.67,17.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","PartiallyMigratory",-2.161932007,"Meliphagoidea","Meliphagoidea"
"Eos_squamata",3.83,100,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.401874834,"Psittaciformes","Psittaciformes"
"Amadina_fasciata",0.59,15.4,"NonCooperative","2","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-2.939125157,"Passeroidea","Passeroidea"
"Monarcha_melanopsis",0.92,24,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-2.513920317,"Corvoidea","Corvoidea"
"Aratinga_canicularis",3.26,85,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Bias_musicus",0.84,21.9,"Cooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","PartiallyMigratory",-2.568692182,"Corvoidea","Corvoidea"
"Guaruba_guarouba",7.48,194.3,"Cooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Vireo_altiloquus",0.75,19.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.945119722,"Corvoidea","Corvoidea"
"Carpodacus_purpureus",0.9,23.3,"NonCooperative","3","weak","Generalist","Generalist","ArborealGleaning","Gleaning","PartiallyMigratory",-1.841493969,"Passeroidea","Passeroidea"
"Pyrrhura_perlata",2.9,75,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.152371229,"Psittaciformes","Psittaciformes"
"Diopsittaca_nobilis",5.84,151,"NonCooperative","3","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Cyornis_rubeculoides",0.55,14.2,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.317370637,"Muscicapoidea","Muscicapoidea"
"Campephaga_phoenicea",1.05,27.1,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.369183513,"Corvoidea","Corvoidea"
"Thamnomanes_caesius",0.61,15.7,"NonCooperative","3","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.006493377,"Thamnophilidae","Thamnophilidae"
"Pipra_mentalis",0.59,15.2,"NonCooperative","1","none","Fruit","FruitNectar","AerialSallying","AerialSallying","Sedentary",-1.686055339,"Cotingidae","Cotingidae"
"Sigelus_silens",1,25.7,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.317370637,"Muscicapoidea","Muscicapoidea"
"Pipra_fasciicauda",0.62,15.9,"NonCooperative","1","none","Fruit","FruitNectar","AerialSallying","AerialSallying","Sedentary",-1.686055339,"Cotingidae","Cotingidae"
"Phylloscopus_bonelli",0.34,8.7,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-1.996932599,"Sylvioidea","Sylvioidea"
"Cyanerpes_cyaneus",0.55,14,"NonCooperative","2","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-1.634242462,"Passeroidea","Passeroidea"
"Lichenostomus_virescens",0.92,23.4,"Cooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.261726728,"Meliphagoidea","Meliphagoidea"
"Enicognathus_leptorhynchus",7.6,193,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","PartiallyMigratory",-2.152371229,"Psittaciformes","Psittaciformes"
"Nesospingus_speculiferus",1.43,36.3,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.634242462,"Passeroidea","Passeroidea"
"Pyrrhura_picta",2.45,62.1,"Cooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.152371229,"Psittaciformes","Psittaciformes"
"Spermophaga_haematina",0.88,22.3,"NonCooperative","3","strong","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.939125157,"Passeroidea","Passeroidea"
"Atrichornis_clamosus",1.7,43.1,"NonCooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.841493969,"Menuroidea","Background"
"Myrmeciza_exsul",1.03,26.1,"NonCooperative","3","strong","Invertebrates","Invertebrates","ForagingGeneralist","ForagingGeneralist","Sedentary",-2.006493377,"Thamnophilidae","Thamnophilidae"
"Pyrrhura_melanura",3.28,83,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.152371229,"Psittaciformes","Psittaciformes"
"Bolbopsittacus_lunulatus",2.65,67,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.383700127,"Psittaciformes","Psittaciformes"
"Prunella_modularis",0.78,19.7,"Cooperative","2","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.75471387,"Passeroidea","Passeroidea"
"Megalurus_gramineus",0.56,14.1,"NonCooperative","3","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.996932599,"Sylvioidea","Sylvioidea"
"Myioborus_pictus",0.39,9.8,"NonCooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.737868216,"Passeroidea","Passeroidea"
"Epthianura_albifrons",0.53,13.3,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.161932007,"Meliphagoidea","Meliphagoidea"
"Passer_domesticus",0.97,24.3,"Cooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-2.11011913,"Passeroidea","Passeroidea"
"Loriculus_vernalis",1.43,35.7,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.383700127,"Psittaciformes","Psittaciformes"
"Picoides_tridactylus",2.63,65.7,"NonCooperative","3","strong","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Sedentary",-2.628247897,"Piciformes","Piciformes"
"Mionectes_oleagineus",0.45,11.2,"NonCooperative","1","none","Fruit","FruitNectar","AerialSallying","AerialSallying","Sedentary",-1.900016091,"Tyrannidae","Tyrannidae"
"Passer_hispaniolensis",0.97,24.2,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-2.11011913,"Passeroidea","Passeroidea"
"Hypothymis_azurea",0.52,13,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.513920317,"Corvoidea","Corvoidea"
"Poospiza_nigrorufa",0.7,17.4,"NonCooperative","3","weak","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",-1.634242462,"Passeroidea","Passeroidea"
"Erythrura_trichroa",0.58,14.4,"NonCooperative","3","none","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","Sedentary",-2.939125157,"Passeroidea","Passeroidea"
"Glossopsitta_pusilla",1.59,39.4,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-1.987371821,"Psittaciformes","Psittaciformes"
"Mniotilta_varia",0.44,10.9,"NonCooperative","2","weak","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Migratory",-1.634242462,"Passeroidea","Passeroidea"
"Euphonia_jamaica",0.65,16.1,"NonCooperative","3","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.152371229,"Passeroidea","Passeroidea"
"Agapornis_fischeri",1.95,48.3,"NonCooperative","3","none","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","Sedentary",-1.383700127,"Psittaciformes","Psittaciformes"
"Lepidocolaptes_souleyetii",1.04,25.7,"NonCooperative","3","strong","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Sedentary",-2.524622143,"Furnariidae","Furnariidae"
"Lichenostomus_flavescens",0.52,12.8,"NonCooperative","3","strong","Nectar","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.789681092,"Meliphagoidea","Meliphagoidea"
"Glossopsitta_concinna",2.87,70.8,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.401874834,"Psittaciformes","Psittaciformes"
"Chlorostilbon_ricordii",0.13,3.2,"NonCooperative","1","none","Nectar","FruitNectar","AerialScreaning","AerialScreaning","Sedentary",-2.152371229,"Trochiliformes","Trochiliformes"
"Carduelis_carduelis",0.65,16,"NonCooperative","2","weak","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","Sedentary",-1.572868808,"Passeroidea","Passeroidea"
"Microeca_flavigaster",0.51,12.6,"Cooperative","3","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.42099639,"Petroicidae","Petroicidae"
"Myzomela_sanguinolenta",0.34,8.4,"NonCooperative","3","weak","Nectar","FruitNectar","ArborealGleaning","Gleaning","PartiallyMigratory",-2.006493377,"Meliphagoidea","Meliphagoidea"
"Conopophila_rufogularis",0.44,10.8,"Cooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.161932007,"Meliphagoidea","Meliphagoidea"
"Dicaeum_hirundinaceum",0.37,9.1,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","PartiallyMigratory",-2.317370637,"Passeroidea","Passeroidea"
"Epthianura_aurifrons",0.43,10.5,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.161932007,"Meliphagoidea","Meliphagoidea"
"Sitta_carolinensis",0.86,21,"NonCooperative","3","weak","Invertebrates","Invertebrates","ForagingGeneralist","ForagingGeneralist","Sedentary",-2.411435612,"Muscicapoidea","Muscicapoidea"
"Agapornis_lilianae",1.53,37.3,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.383700127,"Psittaciformes","Psittaciformes"
"Psittacella_picta",2.38,58,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.987371821,"Psittaciformes","Psittaciformes"
"Epthianura_tricolor",0.44,10.7,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.161932007,"Meliphagoidea","Meliphagoidea"
"Lichenostomus_fuscus",0.73,17.8,"NonCooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.006493377,"Meliphagoidea","Meliphagoidea"
"Lichenostomus_chrysops",0.72,17.5,"NonCooperative","2","weak","Generalist","Generalist","ArborealGleaning","Gleaning","Migratory",-2.261726728,"Meliphagoidea","Meliphagoidea"
"Psittacula_cyanocephala",2.68,65,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.990938033,"Psittaciformes","Psittaciformes"
"Platyrinchus_mystaceus",0.4,9.7,"NonCooperative","2","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-1.900016091,"Tyrannidae","Tyrannidae"
"Protonotaria_citrea",0.59,14.3,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-1.841493969,"Passeroidea","Passeroidea"
"Touit_dilectissimus",2.6,63,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Aimophila_cassinii",0.78,18.9,"NonCooperative","2","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","PartiallyMigratory",-1.557841093,"Passeroidea","Passeroidea"
"Culicicapa_helianthea",0.31,7.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-1.945119722,"Sylvioidea","Sylvioidea"
"Diuca_diuca",1.28,31,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.634242462,"Passeroidea","Passeroidea"
"Junco_hyemalis",0.83,20.1,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Migratory",-1.572868808,"Passeroidea","Passeroidea"
"Lonchura_cucullata",0.38,9.2,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-2.939125157,"Passeroidea","Passeroidea"
"Loxia_curvirostra",1.42,34.3,"NonCooperative","3","none","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","PartiallyMigratory",-2.152371229,"Passeroidea","Passeroidea"
"Arachnothera_longirostra",0.52,12.6,"NonCooperative","3","weak","Nectar","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.317370637,"Passeroidea","Passeroidea"
"Spizella_arborea",0.74,17.9,"NonCooperative","2","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Migratory",-1.657635814,"Passeroidea","Passeroidea"
"Amalocichla_incerta",1.1,26.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-2.42099639,"Petroicidae","Petroicidae"
"Aratinga_pertinax",3.49,84,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Hylophylax_naevius",0.59,14.2,"NonCooperative","3","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.006493377,"Thamnophilidae","Thamnophilidae"
"Helmitheros_vermivorum",0.59,14.2,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-2.058306254,"Passeroidea","Passeroidea"
"Charmosyna_papou",3.45,83,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.401874834,"Psittaciformes","Psittaciformes"
"Petroica_goodenovii",0.37,8.9,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.42099639,"Petroicidae","Petroicidae"
"Yuhina_diademata",0.77,18.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.317370637,"Sylvioidea","Sylvioidea"
"Amazilia_tzacatl",0.22,5.3,"NonCooperative","1","none","Nectar","FruitNectar","AerialScreaning","AerialScreaning","Sedentary",-2.152371229,"Trochiliformes","Trochiliformes"
"Trichothraupis_melanops",0.9,21.6,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.634242462,"Passeroidea","Passeroidea"
"Acrocephalus_schoenobaenus",0.45,10.8,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-2.123214526,"Sylvioidea","Sylvioidea"
"Taeniopygia_bichenovii",0.4,9.6,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-2.524622143,"Passeroidea","Passeroidea"
"Passer_montanus",0.92,22,"NonCooperative","2","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-2.26555776,"Passeroidea","Passeroidea"
"Campethera_nivosa",1.58,37.8,"NonCooperative","3","strong","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Sedentary",-2.88731228,"Piciformes","Piciformes"
"Rhinomyias_gularis",1.05,25.1,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.317370637,"Muscicapoidea","Muscicapoidea"
"Xenops_minutus",0.49,11.7,"NonCooperative","3","weak","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Sedentary",-2.524622143,"Furnariidae","Furnariidae"
"Pomatostomus_ruficeps",2.35,56,"Cooperative","3","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","PartiallyMigratory",-2.42099639,"Pomatostomidae","Background"
"Glyphorynchus_spirurus",0.62,14.8,"NonCooperative","2","strong","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Sedentary",-2.524622143,"Furnariidae","Furnariidae"
"Melanocharis_nigra",0.54,12.8,"NonCooperative","2","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.152371229,"Corvoidea","Corvoidea"
